performance_id,employee_id,review_period,manager_rating,performance_score,productivity_score,training_hours,promotion_eligible,bonus_percentage
PERF0000409,EMP00205,2025-H1,3,2.59,76,40,Yes,8
PERF0000410,EMP00205,2025-H2,5,3.8,97,23,Yes,12
PERF0000411,EMP00206,2025-H1,3,3.65,97,42,Yes,12
PERF0000412,EMP00206,2025-H2,3,3.74,76,31,Yes,12
PERF0000413,EMP00207,2025-H1,4,4.98,71,46,Yes,15
PERF0000414,EMP00207,2025-H2,2,3.44,95,31,No,5
PERF0000415,EMP00208,2025-H1,3,4.03,96,51,Yes,10
PERF0000416,EMP00208,2025-H2,4,3.25,80,38,Yes,0
PERF0000417,EMP00209,2025-H1,5,4.79,63,50,No,12
PERF0000418,EMP00209,2025-H2,2,4.59,100,44,No,10
PERF0000419,EMP00210,2025-H1,2,4.09,70,20,Yes,8
PERF0000420,EMP00210,2025-H2,2,3.99,72,13,No,8
PERF0000421,EMP00211,2025-H1,3,3.23,72,40,No,5
PERF0000422,EMP00211,2025-H2,4,2.65,67,32,No,8
PERF0000423,EMP00212,2025-H1,2,3.36,69,47,No,10
PERF0000424,EMP00212,2025-H2,5,4.15,92,14,No,15
PERF0000425,EMP00213,2025-H1,5,3.15,79,55,No,0
PERF0000426,EMP00213,2025-H2,3,4.54,83,52,Yes,5
PERF0000427,EMP00214,2025-H1,3,3.78,83,48,Yes,12
PERF0000428,EMP00214,2025-H2,5,4.9,94,27,No,12
PERF0000429,EMP00215,2025-H1,2,3.16,86,13,No,12
PERF0000430,EMP00215,2025-H2,2,2.67,95,12,No,15
PERF0000431,EMP00216,2025-H1,3,3.65,83,16,No,15
PERF0000432,EMP00216,2025-H2,5,4.09,73,6,Yes,15
PERF0000433,EMP00217,2025-H1,3,3.59,70,42,No,12
PERF0000434,EMP00217,2025-H2,2,3.73,89,2,Yes,15
PERF0000435,EMP00218,2025-H1,2,3.76,89,34,Yes,5
PERF0000436,EMP00218,2025-H2,4,3.88,70,19,No,10
PERF0000437,EMP00219,2025-H1,4,2.87,91,18,Yes,8
PERF0000438,EMP00219,2025-H2,3,4.68,95,9,No,0
PERF0000439,EMP00220,2025-H1,2,2.61,98,45,No,5
PERF0000440,EMP00220,2025-H2,2,4.07,90,40,No,10
PERF0000441,EMP00221,2025-H1,4,3.1,69,3,No,0
PERF0000442,EMP00221,2025-H2,5,2.95,95,28,Yes,10
PERF0000443,EMP00222,2025-H1,3,3.69,83,23,Yes,10
PERF0000444,EMP00222,2025-H2,5,4.29,61,27,No,12
PERF0000445,EMP00223,2025-H1,2,3.59,82,54,No,15
PERF0000446,EMP00223,2025-H2,4,2.81,72,15,No,12
PERF0000447,EMP00224,2025-H1,3,4.31,85,36,Yes,0
PERF0000448,EMP00224,2025-H2,5,4.65,91,44,Yes,10
PERF0000449,EMP00225,2025-H1,5,4.91,74,6,Yes,12
PERF0000450,EMP00225,2025-H2,2,4.39,71,54,Yes,8
PERF0000451,EMP00226,2025-H1,5,3.48,98,15,Yes,10
PERF0000452,EMP00226,2025-H2,5,3.16,73,26,No,15
PERF0000453,EMP00227,2025-H1,3,4.29,83,31,No,10
PERF0000454,EMP00227,2025-H2,4,4.18,69,15,No,8
PERF0000455,EMP00228,2025-H1,4,3.88,60,25,Yes,15
PERF0000456,EMP00228,2025-H2,4,4.27,98,29,No,10
PERF0000457,EMP00229,2025-H1,3,3.05,100,22,No,12
PERF0000458,EMP00229,2025-H2,3,3.77,85,32,No,5
PERF0000459,EMP00230,2025-H1,4,4.55,95,5,Yes,5
PERF0000460,EMP00230,2025-H2,4,3.81,96,12,No,5
PERF0000461,EMP00231,2025-H1,4,4.22,76,49,No,15
PERF0000462,EMP00231,2025-H2,4,4.77,61,17,Yes,15
PERF0000463,EMP00232,2025-H1,4,4.74,97,2,No,12
PERF0000464,EMP00232,2025-H2,3,3.66,87,45,Yes,10
PERF0000465,EMP00233,2025-H1,5,4.12,75,30,Yes,12
PERF0000466,EMP00233,2025-H2,4,4.22,78,50,No,10
PERF0000467,EMP00234,2025-H1,2,4.86,69,60,No,0
PERF0000468,EMP00234,2025-H2,3,3.78,96,2,No,5
PERF0000469,EMP00235,2025-H1,5,3.86,96,11,Yes,0
PERF0000470,EMP00235,2025-H2,3,2.53,65,59,Yes,0
PERF0000471,EMP00236,2025-H1,3,3.52,78,58,No,10
PERF0000472,EMP00236,2025-H2,2,4.16,97,52,Yes,12
PERF0000473,EMP00237,2025-H1,5,4.84,60,24,Yes,0
PERF0000474,EMP00237,2025-H2,2,2.79,60,33,Yes,0
PERF0000475,EMP00238,2025-H1,4,4.46,74,25,Yes,12
PERF0000476,EMP00238,2025-H2,3,3.96,73,16,No,5
PERF0000477,EMP00239,2025-H1,3,5.0,81,13,No,10
PERF0000478,EMP00239,2025-H2,3,2.83,99,25,Yes,0
PERF0000479,EMP00240,2025-H1,3,2.66,83,48,Yes,12
PERF0000480,EMP00240,2025-H2,5,2.59,80,51,No,10
PERF0000481,EMP00241,2025-H1,4,2.59,70,3,Yes,10
PERF0000482,EMP00241,2025-H2,3,3.35,73,57,No,0
PERF0000483,EMP00242,2025-H1,5,2.6,69,59,Yes,0
PERF0000484,EMP00242,2025-H2,3,4.56,93,2,Yes,5
PERF0000485,EMP00243,2025-H1,5,2.98,92,44,No,10
PERF0000486,EMP00243,2025-H2,2,3.57,95,35,No,0
PERF0000487,EMP00244,2025-H1,3,2.61,90,40,No,5
PERF0000488,EMP00244,2025-H2,4,4.81,95,29,Yes,5
PERF0000489,EMP00245,2025-H1,4,3.01,87,39,No,15
PERF0000490,EMP00245,2025-H2,2,3.41,75,29,Yes,10
PERF0000491,EMP00246,2025-H1,2,4.41,98,59,Yes,8
PERF0000492,EMP00246,2025-H2,2,4.47,77,15,No,12
PERF0000493,EMP00247,2025-H1,4,2.79,97,14,No,15
PERF0000494,EMP00247,2025-H2,3,2.79,100,0,Yes,5
PERF0000495,EMP00248,2025-H1,3,3.41,62,49,No,5
PERF0000496,EMP00248,2025-H2,4,2.89,82,28,No,5
PERF0000497,EMP00249,2025-H1,3,4.13,63,23,No,5
PERF0000498,EMP00249,2025-H2,4,4.06,82,5,No,0
PERF0000499,EMP00250,2025-H1,4,4.58,71,14,Yes,5
PERF0000500,EMP00250,2025-H2,3,3.34,69,30,Yes,0
PERF0000501,EMP00251,2025-H1,5,3.77,75,32,No,8
PERF0000502,EMP00251,2025-H2,3,4.56,83,2,No,0
PERF0000503,EMP00252,2025-H1,4,4.34,85,55,No,0
PERF0000504,EMP00252,2025-H2,2,3.32,78,26,Yes,12
PERF0000505,EMP00253,2025-H1,3,3.78,72,14,Yes,12
PERF0000506,EMP00253,2025-H2,5,3.48,96,52,No,0
PERF0000507,EMP00254,2025-H1,4,2.76,87,52,No,15
PERF0000508,EMP00254,2025-H2,5,3.86,82,60,No,8
PERF0000509,EMP00255,2025-H1,2,2.55,66,9,Yes,8
PERF0000510,EMP00255,2025-H2,2,3.35,79,50,Yes,0
PERF0000511,EMP00256,2025-H1,3,4.32,77,54,Yes,10
PERF0000512,EMP00256,2025-H2,4,4.96,99,31,No,8
PERF0000513,EMP00257,2025-H1,5,4.91,84,56,No,10
PERF0000514,EMP00257,2025-H2,3,4.95,72,36,No,12
PERF0000515,EMP00258,2025-H1,3,4.95,72,5,No,12
PERF0000516,EMP00258,2025-H2,3,4.69,63,1,No,8
PERF0000517,EMP00259,2025-H1,5,3.84,74,50,No,12
PERF0000518,EMP00259,2025-H2,4,4.47,89,9,Yes,8
PERF0000519,EMP00260,2025-H1,2,4.3,64,42,Yes,8
PERF0000520,EMP00260,2025-H2,3,2.52,69,22,Yes,12
PERF0000521,EMP00261,2025-H1,4,4.83,84,35,Yes,8
PERF0000522,EMP00261,2025-H2,3,4.87,71,4,Yes,8
PERF0000523,EMP00262,2025-H1,4,3.53,63,8,Yes,15
PERF0000524,EMP00262,2025-H2,2,2.73,63,50,No,8
PERF0000525,EMP00263,2025-H1,5,2.53,69,60,Yes,8
PERF0000526,EMP00263,2025-H2,5,2.7,72,54,No,8
PERF0000527,EMP00264,2025-H1,5,4.84,94,60,No,12
PERF0000528,EMP00264,2025-H2,2,3.41,100,22,No,10
PERF0000529,EMP00265,2025-H1,5,4.15,88,58,Yes,8
PERF0000530,EMP00265,2025-H2,2,4.41,87,21,No,15
PERF0000531,EMP00266,2025-H1,4,3.42,66,29,No,10
PERF0000532,EMP00266,2025-H2,4,4.17,86,33,No,15
PERF0000533,EMP00267,2025-H1,3,3.22,67,17,No,10
PERF0000534,EMP00267,2025-H2,5,3.11,65,51,No,12
PERF0000535,EMP00268,2025-H1,4,3.17,79,2,No,10
PERF0000536,EMP00268,2025-H2,4,3.03,88,20,No,5
PERF0000537,EMP00269,2025-H1,5,3.08,62,23,Yes,15
PERF0000538,EMP00269,2025-H2,5,4.28,93,52,No,15
PERF0000539,EMP00270,2025-H1,5,3.87,77,23,No,8
PERF0000540,EMP00270,2025-H2,4,4.65,69,12,No,8
PERF0000541,EMP00271,2025-H1,2,4.06,76,25,No,10
PERF0000542,EMP00271,2025-H2,5,3.32,65,54,Yes,15
PERF0000543,EMP00272,2025-H1,3,4.09,60,45,Yes,15
PERF0000544,EMP00272,2025-H2,4,2.9,64,1,Yes,8
PERF0000545,EMP00273,2025-H1,4,3.35,99,13,No,12
PERF0000546,EMP00273,2025-H2,3,4.64,78,14,Yes,0
PERF0000547,EMP00274,2025-H1,4,2.56,98,17,No,15
PERF0000548,EMP00274,2025-H2,3,2.8,95,3,No,12
PERF0000549,EMP00275,2025-H1,2,3.7,87,23,No,12
PERF0000550,EMP00275,2025-H2,3,3.75,80,57,No,0
PERF0000551,EMP00276,2025-H1,3,3.53,69,27,Yes,5
PERF0000552,EMP00276,2025-H2,3,4.74,60,53,No,12
PERF0000553,EMP00277,2025-H1,4,4.29,70,2,Yes,0
PERF0000554,EMP00277,2025-H2,4,4.09,67,2,Yes,5
PERF0000555,EMP00278,2025-H1,5,4.93,69,55,Yes,8
PERF0000556,EMP00278,2025-H2,3,2.63,96,60,Yes,15
PERF0000557,EMP00279,2025-H1,3,3.01,88,2,Yes,0
PERF0000558,EMP00279,2025-H2,5,4.78,82,53,Yes,8
PERF0000559,EMP00280,2025-H1,3,4.86,99,22,Yes,8
PERF0000560,EMP00280,2025-H2,3,2.98,74,5,Yes,5
PERF0000561,EMP00281,2025-H1,2,2.55,67,18,No,10
PERF0000562,EMP00281,2025-H2,5,4.31,88,22,No,8
PERF0000563,EMP00282,2025-H1,5,4.98,85,4,No,12
PERF0000564,EMP00282,2025-H2,2,3.73,94,44,No,10
PERF0000565,EMP00283,2025-H1,5,3.2,63,46,Yes,15
PERF0000566,EMP00283,2025-H2,2,3.09,93,13,No,5
PERF0000567,EMP00284,2025-H1,4,4.72,89,51,Yes,15
PERF0000568,EMP00284,2025-H2,4,4.64,61,41,Yes,15
PERF0000569,EMP00285,2025-H1,2,4.96,73,44,Yes,15
PERF0000570,EMP00285,2025-H2,2,3.6,80,1,Yes,10
PERF0000571,EMP00286,2025-H1,4,3.91,71,10,No,12
PERF0000572,EMP00286,2025-H2,3,3.08,74,14,Yes,12
PERF0000573,EMP00287,2025-H1,2,3.98,92,55,Yes,5
PERF0000574,EMP00287,2025-H2,3,4.5,87,60,No,0
PERF0000575,EMP00288,2025-H1,5,4.68,88,42,Yes,12
PERF0000576,EMP00288,2025-H2,5,3.99,67,38,Yes,5
PERF0000577,EMP00289,2025-H1,3,3.56,100,9,Yes,0
PERF0000578,EMP00289,2025-H2,4,3.27,86,30,Yes,12
PERF0000579,EMP00290,2025-H1,5,3.87,83,38,No,10
PERF0000580,EMP00290,2025-H2,3,3.58,67,23,Yes,15
PERF0000581,EMP00291,2025-H1,5,4.44,74,32,No,5
PERF0000582,EMP00291,2025-H2,5,4.22,84,10,No,8
PERF0000583,EMP00292,2025-H1,4,3.37,92,45,No,10
PERF0000584,EMP00292,2025-H2,5,3.65,78,30,No,5
PERF0000585,EMP00293,2025-H1,4,3.79,84,31,No,5
PERF0000586,EMP00293,2025-H2,3,3.04,71,28,No,8
PERF0000587,EMP00294,2025-H1,4,4.53,91,40,Yes,15
PERF0000588,EMP00294,2025-H2,2,2.9,84,9,Yes,0
PERF0000589,EMP00295,2025-H1,5,4.32,87,21,No,5
PERF0000590,EMP00295,2025-H2,4,3.03,75,51,No,10
PERF0000591,EMP00296,2025-H1,3,3.34,61,43,Yes,8
PERF0000592,EMP00296,2025-H2,3,3.84,84,0,Yes,12
PERF0000593,EMP00297,2025-H1,5,3.04,92,25,Yes,0
PERF0000594,EMP00297,2025-H2,4,3.17,89,0,No,15
PERF0000595,EMP00298,2025-H1,4,3.0,84,33,Yes,8
PERF0000596,EMP00298,2025-H2,3,4.68,81,52,Yes,12
PERF0000597,EMP00299,2025-H1,3,4.79,92,2,Yes,12
PERF0000598,EMP00299,2025-H2,2,3.56,80,53,Yes,0
PERF0000599,EMP00300,2025-H1,4,2.52,83,54,Yes,12
PERF0000600,EMP00300,2025-H2,3,4.35,87,47,Yes,15
PERF0000601,EMP00301,2025-H1,2,2.95,89,52,Yes,5
PERF0000602,EMP00301,2025-H2,4,4.52,72,35,Yes,0
PERF0000603,EMP00302,2025-H1,5,3.6,61,52,No,5
PERF0000604,EMP00302,2025-H2,5,2.66,100,2,Yes,5
PERF0000605,EMP00303,2025-H1,4,4.22,70,13,No,0
PERF0000606,EMP00303,2025-H2,5,3.62,89,6,Yes,5
PERF0000607,EMP00304,2025-H1,5,4.11,80,46,Yes,12
PERF0000608,EMP00304,2025-H2,2,4.35,88,17,No,10
PERF0000609,EMP00305,2025-H1,4,2.99,69,25,No,0
PERF0000610,EMP00305,2025-H2,3,3.01,69,4,Yes,5
PERF0000611,EMP00306,2025-H1,3,3.17,76,53,No,12
PERF0000612,EMP00306,2025-H2,4,3.58,80,57,Yes,5
PERF0000613,EMP00307,2025-H1,2,4.87,74,36,No,12
PERF0000614,EMP00307,2025-H2,5,3.67,91,34,No,5
PERF0000615,EMP00308,2025-H1,5,4.9,87,37,No,12
PERF0000616,EMP00308,2025-H2,5,2.62,92,18,Yes,0
PERF0000617,EMP00309,2025-H1,4,2.83,96,27,Yes,0
PERF0000618,EMP00309,2025-H2,4,3.84,64,44,Yes,10
PERF0000619,EMP00310,2025-H1,2,3.56,81,35,No,10
PERF0000620,EMP00310,2025-H2,3,3.95,84,32,Yes,15
PERF0000621,EMP00311,2025-H1,2,3.73,75,58,No,8
PERF0000622,EMP00311,2025-H2,5,4.12,65,27,Yes,12
PERF0000623,EMP00312,2025-H1,3,3.96,96,2,No,8
PERF0000624,EMP00312,2025-H2,4,3.0,88,25,No,12
PERF0000625,EMP00313,2025-H1,5,3.46,63,24,Yes,12
PERF0000626,EMP00313,2025-H2,3,3.66,63,18,Yes,15
PERF0000627,EMP00314,2025-H1,4,4.96,94,13,No,8
PERF0000628,EMP00314,2025-H2,5,3.89,62,42,Yes,8
PERF0000629,EMP00315,2025-H1,3,2.8,91,15,Yes,8
PERF0000630,EMP00315,2025-H2,3,4.96,85,45,Yes,5
PERF0000631,EMP00316,2025-H1,3,2.58,93,38,No,5
PERF0000632,EMP00316,2025-H2,4,4.33,65,18,Yes,8
PERF0000633,EMP00317,2025-H1,2,4.92,64,36,Yes,10
PERF0000634,EMP00317,2025-H2,3,2.79,65,57,Yes,8
PERF0000635,EMP00318,2025-H1,5,3.13,76,29,Yes,5
PERF0000636,EMP00318,2025-H2,4,2.97,83,8,No,8
PERF0000637,EMP00319,2025-H1,3,4.58,81,36,No,10
PERF0000638,EMP00319,2025-H2,4,4.67,92,3,No,10
PERF0000639,EMP00320,2025-H1,3,3.32,97,56,Yes,15
PERF0000640,EMP00320,2025-H2,5,4.88,80,38,No,10
PERF0000641,EMP00321,2025-H1,4,4.5,97,14,No,8
PERF0000642,EMP00321,2025-H2,2,2.61,87,44,Yes,10
PERF0000643,EMP00322,2025-H1,4,4.21,90,2,No,0
PERF0000644,EMP00322,2025-H2,4,3.34,72,44,No,5
PERF0000645,EMP00323,2025-H1,2,3.05,95,8,No,5
PERF0000646,EMP00323,2025-H2,2,3.9,95,18,No,12
PERF0000647,EMP00324,2025-H1,2,4.1,84,50,No,5
PERF0000648,EMP00324,2025-H2,2,4.18,94,13,Yes,8
PERF0000649,EMP00325,2025-H1,2,4.1,91,24,No,15
PERF0000650,EMP00325,2025-H2,2,2.76,87,5,Yes,8
PERF0000651,EMP00326,2025-H1,5,3.72,71,53,Yes,15
PERF0000652,EMP00326,2025-H2,3,4.05,90,10,Yes,8
PERF0000653,EMP00327,2025-H1,5,3.07,93,7,No,8
PERF0000654,EMP00327,2025-H2,3,4.69,92,2,No,15
PERF0000655,EMP00328,2025-H1,5,3.61,79,56,No,5
PERF0000656,EMP00328,2025-H2,3,3.49,96,10,Yes,0
PERF0000657,EMP00329,2025-H1,3,3.11,69,37,No,12
PERF0000658,EMP00329,2025-H2,2,3.12,87,3,No,5
PERF0000659,EMP00330,2025-H1,4,3.94,76,7,No,0
PERF0000660,EMP00330,2025-H2,4,3.1,69,47,Yes,15
PERF0000661,EMP00331,2025-H1,5,2.89,66,47,No,8
PERF0000662,EMP00331,2025-H2,3,2.55,94,45,No,12
PERF0000663,EMP00332,2025-H1,5,2.53,70,24,No,5
PERF0000664,EMP00332,2025-H2,2,4.36,73,0,No,15
PERF0000665,EMP00333,2025-H1,4,2.87,90,56,No,5
PERF0000666,EMP00333,2025-H2,3,4.39,89,28,No,10
PERF0000667,EMP00334,2025-H1,5,4.62,86,2,Yes,10
PERF0000668,EMP00334,2025-H2,5,3.52,75,25,Yes,15
PERF0000669,EMP00335,2025-H1,2,3.35,94,21,No,15
PERF0000670,EMP00335,2025-H2,4,3.22,73,48,No,10
PERF0000671,EMP00336,2025-H1,3,3.08,86,1,No,8
PERF0000672,EMP00336,2025-H2,2,3.01,76,22,Yes,12
PERF0000673,EMP00337,2025-H1,5,3.91,99,47,No,5
PERF0000674,EMP00337,2025-H2,4,2.59,62,27,No,0
PERF0000675,EMP00338,2025-H1,2,4.0,71,31,No,0
PERF0000676,EMP00338,2025-H2,2,4.76,96,4,No,10
PERF0000677,EMP00339,2025-H1,3,4.39,80,25,No,5
PERF0000678,EMP00339,2025-H2,4,3.37,97,46,Yes,5
PERF0000679,EMP00340,2025-H1,2,3.43,79,39,No,5
PERF0000680,EMP00340,2025-H2,2,3.53,91,51,Yes,10
PERF0000681,EMP00341,2025-H1,5,4.63,84,59,Yes,5
PERF0000682,EMP00341,2025-H2,2,4.69,89,18,Yes,10
PERF0000683,EMP00342,2025-H1,2,3.8,98,42,No,8
PERF0000684,EMP00342,2025-H2,2,2.82,94,39,No,15
PERF0000685,EMP00343,2025-H1,2,4.61,75,46,No,5
PERF0000686,EMP00343,2025-H2,2,4.48,66,42,No,8
PERF0000687,EMP00344,2025-H1,4,4.46,62,55,No,8
PERF0000688,EMP00344,2025-H2,4,4.16,95,20,No,12
PERF0000689,EMP00345,2025-H1,2,3.63,66,41,Yes,12
PERF0000690,EMP00345,2025-H2,2,3.18,67,34,Yes,0
PERF0000691,EMP00346,2025-H1,3,4.69,97,9,Yes,10
PERF0000692,EMP00346,2025-H2,3,3.22,77,53,No,15
PERF0000693,EMP00347,2025-H1,5,3.65,73,31,No,15
PERF0000694,EMP00347,2025-H2,4,4.95,91,9,No,0
PERF0000695,EMP00348,2025-H1,5,3.44,79,57,No,12
PERF0000696,EMP00348,2025-H2,4,4.58,92,32,Yes,8
PERF0000697,EMP00349,2025-H1,2,3.51,69,6,Yes,5
PERF0000698,EMP00349,2025-H2,2,2.62,89,30,No,0
PERF0000699,EMP00350,2025-H1,5,3.79,61,1,Yes,5
PERF0000700,EMP00350,2025-H2,2,4.43,77,14,Yes,0
PERF0000701,EMP00351,2025-H1,4,3.07,68,42,No,10
PERF0000702,EMP00351,2025-H2,5,4.55,66,8,Yes,15
PERF0000703,EMP00352,2025-H1,4,3.53,89,0,Yes,8
PERF0000704,EMP00352,2025-H2,3,3.95,95,18,Yes,12
PERF0000705,EMP00353,2025-H1,4,4.5,71,0,No,5
PERF0000706,EMP00353,2025-H2,5,3.32,79,1,No,12
PERF0000707,EMP00354,2025-H1,4,3.41,91,5,No,0
PERF0000708,EMP00354,2025-H2,5,3.09,64,1,No,15
PERF0000709,EMP00355,2025-H1,3,4.16,74,25,Yes,5
PERF0000710,EMP00355,2025-H2,2,4.62,87,5,Yes,15
PERF0000711,EMP00356,2025-H1,4,4.24,73,4,Yes,15
PERF0000712,EMP00356,2025-H2,3,4.8,81,9,No,15
PERF0000713,EMP00357,2025-H1,3,3.17,96,4,Yes,12
PERF0000714,EMP00357,2025-H2,5,4.3,84,49,No,10
PERF0000715,EMP00358,2025-H1,5,4.81,75,3,No,12
PERF0000716,EMP00358,2025-H2,5,3.5,93,59,Yes,12
PERF0000717,EMP00359,2025-H1,4,2.71,63,15,No,10
PERF0000718,EMP00359,2025-H2,3,4.67,65,57,Yes,15
PERF0000719,EMP00360,2025-H1,4,3.85,77,11,No,12
PERF0000720,EMP00360,2025-H2,2,2.53,96,29,No,12
PERF0000721,EMP00361,2025-H1,5,4.21,73,27,Yes,8
PERF0000722,EMP00361,2025-H2,2,2.96,95,14,No,8
PERF0000723,EMP00362,2025-H1,3,3.04,71,14,Yes,15
PERF0000724,EMP00362,2025-H2,4,3.92,98,9,Yes,12
PERF0000725,EMP00363,2025-H1,3,3.47,95,39,Yes,10
PERF0000726,EMP00363,2025-H2,5,3.1,69,43,Yes,8
PERF0000727,EMP00364,2025-H1,2,4.18,65,58,No,12
PERF0000728,EMP00364,2025-H2,5,3.05,93,23,Yes,12
PERF0000729,EMP00365,2025-H1,5,2.97,67,48,No,15
PERF0000730,EMP00365,2025-H2,4,3.88,82,57,No,10
PERF0000731,EMP00366,2025-H1,4,3.76,77,5,Yes,8
PERF0000732,EMP00366,2025-H2,4,3.69,83,32,No,15
PERF0000733,EMP00367,2025-H1,4,2.95,99,16,Yes,5
PERF0000734,EMP00367,2025-H2,3,3.86,66,45,No,0
PERF0000735,EMP00368,2025-H1,3,3.02,67,29,Yes,5
PERF0000736,EMP00368,2025-H2,4,2.83,81,45,No,10
PERF0000737,EMP00369,2025-H1,3,4.31,75,26,No,15
PERF0000738,EMP00369,2025-H2,5,4.46,93,25,No,10
PERF0000739,EMP00370,2025-H1,2,4.66,91,30,No,15
PERF0000740,EMP00370,2025-H2,3,4.35,75,23,No,5
PERF0000741,EMP00371,2025-H1,4,4.48,91,29,No,8
PERF0000742,EMP00371,2025-H2,5,3.69,97,36,No,0
PERF0000743,EMP00372,2025-H1,5,2.92,66,59,Yes,10
PERF0000744,EMP00372,2025-H2,2,4.55,80,50,Yes,12
PERF0000745,EMP00373,2025-H1,5,4.77,81,32,No,10
PERF0000746,EMP00373,2025-H2,3,3.68,66,59,No,5
PERF0000747,EMP00374,2025-H1,3,3.44,77,44,Yes,12
PERF0000748,EMP00374,2025-H2,5,3.85,97,11,No,5
PERF0000749,EMP00375,2025-H1,5,2.83,96,48,No,5
PERF0000750,EMP00375,2025-H2,5,3.1,60,0,Yes,10
PERF0000751,EMP00376,2025-H1,2,3.59,78,49,No,10
PERF0000752,EMP00376,2025-H2,5,4.37,65,11,Yes,12
PERF0000753,EMP00377,2025-H1,3,2.94,97,47,Yes,8
PERF0000754,EMP00377,2025-H2,3,2.58,68,5,No,5
PERF0000755,EMP00378,2025-H1,5,4.73,76,23,Yes,12
PERF0000756,EMP00378,2025-H2,4,4.13,67,23,Yes,0
PERF0000757,EMP00379,2025-H1,2,4.95,88,39,No,0
PERF0000758,EMP00379,2025-H2,4,2.56,91,52,No,12
PERF0000759,EMP00380,2025-H1,4,2.57,93,28,No,0
PERF0000760,EMP00380,2025-H2,2,3.23,67,2,No,15
PERF0000761,EMP00381,2025-H1,2,4.84,86,10,No,12
PERF0000762,EMP00381,2025-H2,3,3.36,72,44,Yes,12
PERF0000763,EMP00382,2025-H1,2,3.79,95,42,Yes,12
PERF0000764,EMP00382,2025-H2,5,4.74,68,59,No,15
PERF0000765,EMP00383,2025-H1,3,3.06,88,50,No,5
PERF0000766,EMP00383,2025-H2,5,4.24,86,38,No,0
PERF0000767,EMP00384,2025-H1,3,4.54,74,22,No,8
PERF0000768,EMP00384,2025-H2,3,2.84,97,51,No,5
PERF0000769,EMP00385,2025-H1,2,2.78,97,15,No,5
PERF0000770,EMP00385,2025-H2,3,3.29,90,11,Yes,5
PERF0000771,EMP00386,2025-H1,5,3.66,63,32,Yes,12
PERF0000772,EMP00386,2025-H2,5,3.31,100,20,No,15
PERF0000773,EMP00387,2025-H1,5,3.3,90,30,Yes,8
PERF0000774,EMP00387,2025-H2,4,3.85,83,11,No,15
PERF0000775,EMP00388,2025-H1,5,4.83,94,41,No,15
PERF0000776,EMP00388,2025-H2,5,4.02,62,31,Yes,8
PERF0000777,EMP00389,2025-H1,3,4.54,78,19,Yes,0
PERF0000778,EMP00389,2025-H2,4,3.91,83,28,Yes,0
PERF0000779,EMP00390,2025-H1,4,2.97,97,22,No,5
PERF0000780,EMP00390,2025-H2,5,4.48,79,10,No,15
PERF0000781,EMP00391,2025-H1,3,3.99,96,59,No,5
PERF0000782,EMP00391,2025-H2,4,3.63,72,57,Yes,0
PERF0000783,EMP00392,2025-H1,4,4.63,74,8,Yes,10
PERF0000784,EMP00392,2025-H2,5,4.0,73,5,Yes,15
PERF0000785,EMP00393,2025-H1,5,3.71,72,41,No,8
PERF0000786,EMP00393,2025-H2,4,2.98,85,10,Yes,0
PERF0000787,EMP00394,2025-H1,2,3.87,97,50,No,5
PERF0000788,EMP00394,2025-H2,4,3.79,63,45,Yes,10
PERF0000789,EMP00395,2025-H1,4,3.57,93,40,No,5
PERF0000790,EMP00395,2025-H2,5,2.7,60,26,No,10
PERF0000791,EMP00396,2025-H1,4,2.6,97,42,No,15
PERF0000792,EMP00396,2025-H2,3,3.94,83,55,Yes,0
PERF0000793,EMP00397,2025-H1,5,3.97,84,16,Yes,15
PERF0000794,EMP00397,2025-H2,4,4.55,88,38,Yes,8
PERF0000795,EMP00398,2025-H1,3,3.27,90,59,Yes,15
PERF0000796,EMP00398,2025-H2,3,4.62,71,12,No,8
PERF0000797,EMP00399,2025-H1,4,3.23,94,26,No,5
PERF0000798,EMP00399,2025-H2,5,3.1,88,11,Yes,15
PERF0000799,EMP00400,2025-H1,4,3.18,99,24,No,12
PERF0000800,EMP00400,2025-H2,2,2.83,100,25,No,8
PERF0000801,EMP00401,2025-H1,5,4.84,100,35,No,5
PERF0000802,EMP00401,2025-H2,3,4.49,87,56,Yes,10
PERF0000803,EMP00402,2025-H1,4,2.56,97,40,No,8
PERF0000804,EMP00402,2025-H2,5,2.63,70,40,No,5
PERF0000805,EMP00403,2025-H1,4,4.43,89,20,Yes,15
PERF0000806,EMP00403,2025-H2,4,3.15,98,1,Yes,5
PERF0000807,EMP00404,2025-H1,5,2.77,69,36,Yes,10
PERF0000808,EMP00404,2025-H2,2,3.12,62,22,No,10
PERF0000809,EMP00405,2025-H1,3,3.44,76,4,Yes,10
PERF0000810,EMP00405,2025-H2,2,3.52,90,38,No,15
PERF0000811,EMP00406,2025-H1,2,2.53,66,42,No,12
PERF0000812,EMP00406,2025-H2,3,4.15,71,57,No,15
PERF0000813,EMP00407,2025-H1,5,2.76,81,58,Yes,15
PERF0000814,EMP00407,2025-H2,3,3.18,93,27,Yes,15
PERF0000815,EMP00408,2025-H1,3,3.89,88,48,No,10
PERF0000816,EMP00408,2025-H2,4,3.42,90,38,Yes,8
PERF0000817,EMP00409,2025-H1,2,2.85,88,46,Yes,15
PERF0000818,EMP00409,2025-H2,2,3.38,70,50,Yes,10
PERF0000819,EMP00410,2025-H1,3,4.47,94,44,No,5
