attrition_id,employee_id,department,tenure_years,performance_status,attrition_risk,risk_score,exit_status
ATTR0000437,EMP00437,Sales,7,Average,Low,49,Active
ATTR0000438,EMP00438,Marketing,1,Poor,Low,37,Active
ATTR0000439,EMP00439,Sales,0,Excellent,High,100,Active
ATTR0000440,EMP00440,Marketing,4,Average,Low,45,Active
ATTR0000441,EMP00441,Marketing,5,Poor,Low,37,Active
ATTR0000442,EMP00442,IT,0,Good,High,98,Resigned
ATTR0000443,EMP00443,Sales,4,Average,Medium,54,Active
ATTR0000444,EMP00444,Sales,10,Poor,Low,23,Active
ATTR0000445,EMP00445,Finance,1,Average,Low,49,Active
ATTR0000446,EMP00446,Marketing,3,Average,Low,22,Active
ATTR0000447,EMP00447,Operations,4,Average,Low,29,Active
ATTR0000448,EMP00448,Operations,5,Excellent,Medium,68,Active
ATTR0000449,EMP00449,HR,1,Average,Low,49,Resigned
ATTR0000450,EMP00450,Finance,4,Average,Medium,66,Active
ATTR0000451,EMP00451,Sales,6,Excellent,High,100,Active
ATTR0000452,EMP00452,IT,7,Average,Medium,73,Active
ATTR0000453,EMP00453,Finance,4,Excellent,Medium,74,Active
ATTR0000454,EMP00454,Sales,7,Average,High,85,Active
ATTR0000455,EMP00455,Sales,5,Poor,Low,43,Active
ATTR0000456,EMP00456,Finance,4,Excellent,Low,26,Active
ATTR0000457,EMP00457,Operations,8,Average,Low,39,Active
ATTR0000458,EMP00458,Finance,11,Poor,Medium,63,Active
ATTR0000459,EMP00459,Marketing,8,Poor,Low,32,Active
ATTR0000460,EMP00460,Finance,2,Average,Low,32,Resigned
ATTR0000461,EMP00461,Sales,2,Average,Medium,70,Active
ATTR0000462,EMP00462,Finance,1,Good,Medium,60,Active
ATTR0000463,EMP00463,Finance,2,Good,Low,22,Active
ATTR0000464,EMP00464,Finance,5,Poor,High,84,Resigned
ATTR0000465,EMP00465,Sales,7,Poor,High,99,Active
ATTR0000466,EMP00466,Marketing,3,Poor,Low,37,Active
ATTR0000467,EMP00467,Finance,5,Average,Medium,73,Active
ATTR0000468,EMP00468,Finance,9,Poor,High,97,Active
ATTR0000469,EMP00469,HR,8,Good,Low,39,Resigned
ATTR0000470,EMP00470,IT,7,Excellent,High,80,Active
ATTR0000471,EMP00471,Operations,3,Average,Medium,50,Active
ATTR0000472,EMP00472,HR,8,Excellent,Low,20,Active
ATTR0000473,EMP00473,Finance,10,Good,Low,39,Active
ATTR0000474,EMP00474,Operations,5,Good,Low,49,Resigned
ATTR0000475,EMP00475,HR,7,Poor,High,89,Active
ATTR0000476,EMP00476,Operations,1,Average,Medium,50,Active
ATTR0000477,EMP00477,IT,4,Excellent,Medium,64,Resigned
ATTR0000478,EMP00478,Operations,9,Excellent,Medium,59,Active
ATTR0000479,EMP00479,Finance,3,Excellent,Low,48,Active
ATTR0000480,EMP00480,Marketing,3,Poor,High,91,Active
ATTR0000481,EMP00481,Marketing,6,Poor,Low,40,Active
ATTR0000482,EMP00482,IT,11,Excellent,Low,27,Active
ATTR0000483,EMP00483,Operations,6,Excellent,Medium,51,Active
ATTR0000484,EMP00484,IT,4,Average,Medium,52,Resigned
ATTR0000485,EMP00485,IT,7,Average,High,87,Active
ATTR0000486,EMP00486,Marketing,4,Average,Low,45,Active
ATTR0000487,EMP00487,Finance,7,Excellent,High,78,Active
ATTR0000488,EMP00488,Operations,11,Good,Medium,73,Active
ATTR0000489,EMP00489,Finance,1,Poor,Low,22,Active
ATTR0000490,EMP00490,Marketing,9,Excellent,Medium,62,Active
ATTR0000491,EMP00491,HR,4,Excellent,Low,43,Active
ATTR0000492,EMP00492,Operations,6,Excellent,High,82,Active
ATTR0000493,EMP00493,Sales,8,Poor,High,87,Active
ATTR0000494,EMP00494,Finance,8,Poor,High,81,Active
ATTR0000495,EMP00495,IT,5,Average,Low,24,Active
ATTR0000496,EMP00496,IT,11,Average,Medium,56,Active
ATTR0000497,EMP00497,Operations,4,Good,High,78,Active
ATTR0000498,EMP00498,Operations,6,Poor,Medium,57,Active
ATTR0000499,EMP00499,Finance,0,Poor,Low,40,Active
ATTR0000500,EMP00500,Operations,4,Excellent,Low,29,Active
ATTR0000501,EMP00501,Operations,9,Excellent,Medium,53,Active
ATTR0000502,EMP00502,Sales,6,Excellent,High,91,Active
ATTR0000503,EMP00503,Operations,10,Average,High,85,Active
ATTR0000504,EMP00504,HR,4,Poor,High,76,Active
ATTR0000505,EMP00505,IT,9,Average,Low,24,Active
ATTR0000506,EMP00506,Operations,2,Poor,High,83,Resigned
ATTR0000507,EMP00507,Sales,10,Excellent,Low,23,Active
ATTR0000508,EMP00508,IT,2,Good,High,94,Active
ATTR0000509,EMP00509,Operations,7,Average,Medium,60,Active
ATTR0000510,EMP00510,Finance,10,Poor,High,98,Active
ATTR0000511,EMP00511,IT,9,Good,Low,23,Active
ATTR0000512,EMP00512,HR,10,Good,Medium,62,Active
ATTR0000513,EMP00513,Finance,2,Poor,High,82,Resigned
ATTR0000514,EMP00514,Operations,2,Average,High,76,Active
ATTR0000515,EMP00515,Finance,4,Good,High,81,Resigned
ATTR0000516,EMP00516,IT,2,Excellent,High,99,Active
ATTR0000517,EMP00517,IT,2,Good,Medium,51,Active
ATTR0000518,EMP00518,Sales,1,Good,High,92,Active
ATTR0000519,EMP00519,Finance,9,Good,Low,21,Active
ATTR0000520,EMP00520,HR,7,Poor,Low,34,Active
ATTR0000521,EMP00521,Marketing,9,Average,High,84,Active
ATTR0000522,EMP00522,HR,0,Poor,Medium,70,Active
ATTR0000523,EMP00523,Operations,2,Poor,High,85,Active
ATTR0000524,EMP00524,IT,10,Average,Medium,57,Resigned
ATTR0000525,EMP00525,Finance,2,Excellent,Low,48,Active
ATTR0000526,EMP00526,Marketing,0,Average,Medium,74,Active
ATTR0000527,EMP00527,Sales,10,Good,Medium,68,Active
ATTR0000528,EMP00528,IT,5,Good,Low,35,Active
ATTR0000529,EMP00529,IT,10,Excellent,Low,38,Active
ATTR0000530,EMP00530,Sales,1,Excellent,High,79,Active
ATTR0000531,EMP00531,HR,9,Good,Medium,57,Active
ATTR0000532,EMP00532,IT,9,Average,Medium,73,Active
ATTR0000533,EMP00533,Marketing,8,Average,Medium,71,Active
ATTR0000534,EMP00534,HR,0,Poor,High,78,Active
ATTR0000535,EMP00535,HR,5,Good,Medium,65,Active
ATTR0000536,EMP00536,IT,8,Good,Medium,56,Resigned
ATTR0000537,EMP00537,Finance,3,Poor,Medium,62,Resigned
ATTR0000538,EMP00538,IT,5,Average,Medium,68,Active
ATTR0000539,EMP00539,HR,5,Good,Medium,51,Active
ATTR0000540,EMP00540,Sales,7,Average,Low,43,Active
ATTR0000541,EMP00541,HR,10,Poor,Low,44,Active
ATTR0000542,EMP00542,Finance,9,Excellent,Low,48,Active
ATTR0000543,EMP00543,Marketing,9,Excellent,Low,49,Active
ATTR0000544,EMP00544,Finance,5,Good,Low,46,Active
ATTR0000545,EMP00545,Operations,4,Average,Low,25,Active
ATTR0000546,EMP00546,Finance,3,Excellent,Low,47,Active
ATTR0000547,EMP00547,HR,10,Good,High,87,Active
ATTR0000548,EMP00548,Finance,8,Excellent,High,88,Resigned
ATTR0000549,EMP00549,Operations,3,Good,High,97,Active
ATTR0000550,EMP00550,Sales,6,Poor,Medium,52,Active
ATTR0000551,EMP00551,HR,2,Excellent,High,87,Active
ATTR0000552,EMP00552,IT,3,Good,Medium,72,Active
ATTR0000553,EMP00553,IT,3,Average,Low,40,Active
ATTR0000554,EMP00554,Finance,10,Poor,Medium,53,Active
ATTR0000555,EMP00555,HR,10,Poor,Low,40,Active
ATTR0000556,EMP00556,Operations,9,Good,High,88,Active
ATTR0000557,EMP00557,IT,4,Poor,Low,39,Active
ATTR0000558,EMP00558,Sales,10,Excellent,High,98,Active
ATTR0000559,EMP00559,Finance,3,Average,Medium,57,Resigned
ATTR0000560,EMP00560,HR,7,Excellent,Low,29,Active
ATTR0000561,EMP00561,IT,4,Good,Low,48,Active
ATTR0000562,EMP00562,Finance,5,Excellent,High,96,Resigned
ATTR0000563,EMP00563,Sales,2,Excellent,Low,26,Active
ATTR0000564,EMP00564,Sales,10,Good,Low,31,Active
ATTR0000565,EMP00565,HR,6,Good,High,94,Resigned
ATTR0000566,EMP00566,Finance,6,Good,Low,33,Active
ATTR0000567,EMP00567,Sales,3,Average,Medium,74,Active
ATTR0000568,EMP00568,Sales,0,Average,Medium,54,Active
ATTR0000569,EMP00569,Marketing,3,Poor,Low,26,Active
ATTR0000570,EMP00570,Operations,8,Average,Low,30,Active
ATTR0000571,EMP00571,Operations,6,Excellent,High,83,Active
ATTR0000572,EMP00572,IT,5,Average,High,80,Active
ATTR0000573,EMP00573,Sales,9,Average,Medium,68,Active
ATTR0000574,EMP00574,Marketing,2,Good,High,98,Active
ATTR0000575,EMP00575,Finance,2,Average,Low,24,Resigned
ATTR0000576,EMP00576,HR,5,Average,Low,29,Active
ATTR0000577,EMP00577,Operations,9,Poor,Medium,74,Active
ATTR0000578,EMP00578,Finance,9,Poor,Low,34,Active
ATTR0000579,EMP00579,Marketing,6,Average,Low,28,Active
ATTR0000580,EMP00580,HR,5,Excellent,Low,46,Resigned
ATTR0000581,EMP00581,Operations,4,Average,High,86,Active
ATTR0000582,EMP00582,IT,4,Average,Low,46,Active
ATTR0000583,EMP00583,Sales,6,Good,High,89,Active
ATTR0000584,EMP00584,HR,1,Poor,Low,25,Active
ATTR0000585,EMP00585,Sales,5,Poor,Low,28,Resigned
ATTR0000586,EMP00586,HR,10,Poor,High,90,Active
ATTR0000587,EMP00587,Sales,2,Average,High,77,Active
ATTR0000588,EMP00588,Operations,4,Excellent,High,91,Active
ATTR0000589,EMP00589,HR,7,Good,Medium,62,Active
ATTR0000590,EMP00590,Finance,1,Good,High,79,Active
ATTR0000591,EMP00591,Sales,9,Good,High,93,Active
ATTR0000592,EMP00592,Marketing,7,Average,Low,33,Active
ATTR0000593,EMP00593,Sales,1,Good,Low,29,Active
ATTR0000594,EMP00594,HR,6,Poor,High,80,Active
ATTR0000595,EMP00595,Finance,0,Excellent,Low,23,Active
ATTR0000596,EMP00596,Operations,7,Poor,Low,36,Active
ATTR0000597,EMP00597,Finance,1,Good,High,100,Resigned
ATTR0000598,EMP00598,Marketing,0,Good,Medium,65,Active
ATTR0000599,EMP00599,IT,8,Good,Low,25,Active
ATTR0000600,EMP00600,Sales,8,Average,Low,45,Active
ATTR0000601,EMP00601,Finance,6,Average,Medium,57,Active
ATTR0000602,EMP00602,HR,3,Average,Medium,62,Active
ATTR0000603,EMP00603,Marketing,2,Excellent,High,100,Active
ATTR0000604,EMP00604,Marketing,7,Good,Low,41,Active
ATTR0000605,EMP00605,IT,0,Good,Medium,64,Active
ATTR0000606,EMP00606,Marketing,10,Excellent,High,96,Active
ATTR0000607,EMP00607,Sales,7,Poor,Low,40,Active
ATTR0000608,EMP00608,Sales,9,Poor,Medium,50,Active
ATTR0000609,EMP00609,IT,6,Excellent,Low,38,Active
ATTR0000610,EMP00610,Sales,6,Good,Low,30,Active
ATTR0000611,EMP00611,IT,5,Average,Medium,72,Active
ATTR0000612,EMP00612,Operations,3,Excellent,Low,45,Active
ATTR0000613,EMP00613,Sales,4,Poor,Medium,74,Active
ATTR0000614,EMP00614,IT,7,Poor,Low,42,Active
ATTR0000615,EMP00615,Operations,4,Good,Medium,67,Active
ATTR0000616,EMP00616,HR,0,Good,Low,40,Active
ATTR0000617,EMP00617,Sales,6,Average,High,94,Resigned
ATTR0000618,EMP00618,Marketing,8,Average,High,88,Active
ATTR0000619,EMP00619,Marketing,5,Average,Low,31,Active
ATTR0000620,EMP00620,Operations,1,Excellent,Low,27,Active
ATTR0000621,EMP00621,Sales,7,Excellent,Medium,61,Resigned
ATTR0000622,EMP00622,Operations,2,Excellent,Medium,73,Active
ATTR0000623,EMP00623,Sales,4,Poor,Low,29,Active
ATTR0000624,EMP00624,HR,4,Poor,Medium,71,Active
ATTR0000625,EMP00625,Finance,7,Good,High,98,Resigned
ATTR0000626,EMP00626,Marketing,2,Poor,Medium,57,Resigned
ATTR0000627,EMP00627,Operations,8,Poor,Low,48,Active
ATTR0000628,EMP00628,Sales,9,Poor,Medium,52,Active
ATTR0000629,EMP00629,Operations,4,Poor,Medium,74,Active
ATTR0000630,EMP00630,Marketing,0,Good,Low,49,Active
ATTR0000631,EMP00631,Sales,9,Average,Medium,57,Active
ATTR0000632,EMP00632,Finance,3,Average,High,75,Resigned
ATTR0000633,EMP00633,Operations,7,Average,High,100,Active
ATTR0000634,EMP00634,Operations,7,Average,Medium,74,Resigned
ATTR0000635,EMP00635,Finance,10,Good,Low,35,Active
ATTR0000636,EMP00636,Marketing,3,Poor,Low,38,Active
ATTR0000637,EMP00637,Marketing,7,Good,Low,41,Active
ATTR0000638,EMP00638,HR,6,Good,Low,22,Active
ATTR0000639,EMP00639,Sales,3,Excellent,High,78,Resigned
ATTR0000640,EMP00640,Sales,9,Good,Medium,73,Active
ATTR0000641,EMP00641,HR,5,Excellent,High,77,Active
ATTR0000642,EMP00642,Finance,1,Poor,High,77,Resigned
ATTR0000643,EMP00643,Finance,5,Good,High,97,Active
ATTR0000644,EMP00644,Operations,6,Average,High,94,Active
ATTR0000645,EMP00645,Sales,1,Average,High,82,Active
ATTR0000646,EMP00646,Marketing,0,Poor,Low,31,Active
ATTR0000647,EMP00647,HR,8,Good,High,78,Resigned
ATTR0000648,EMP00648,HR,6,Good,Medium,62,Active
ATTR0000649,EMP00649,Finance,9,Excellent,High,89,Active
ATTR0000650,EMP00650,IT,7,Average,High,84,Active
ATTR0000651,EMP00651,Marketing,5,Good,Medium,57,Active
ATTR0000652,EMP00652,IT,8,Good,Low,43,Active
ATTR0000653,EMP00653,Operations,2,Excellent,High,94,Active
ATTR0000654,EMP00654,Finance,4,Good,Medium,50,Resigned
ATTR0000655,EMP00655,Marketing,2,Average,Medium,63,Active
ATTR0000656,EMP00656,Finance,5,Poor,Low,28,Active
ATTR0000657,EMP00657,Sales,9,Good,Low,43,Resigned
ATTR0000658,EMP00658,Operations,5,Average,High,92,Resigned
ATTR0000659,EMP00659,Finance,10,Poor,High,78,Resigned
ATTR0000660,EMP00660,Operations,9,Good,Low,44,Resigned
ATTR0000661,EMP00661,Operations,6,Poor,High,82,Active
ATTR0000662,EMP00662,Marketing,3,Average,High,77,Resigned
ATTR0000663,EMP00663,Finance,3,Average,Medium,56,Resigned
ATTR0000664,EMP00664,Finance,1,Average,High,79,Resigned
ATTR0000665,EMP00665,Sales,8,Excellent,High,91,Resigned
ATTR0000666,EMP00666,IT,6,Good,Low,38,Active
ATTR0000667,EMP00667,Operations,2,Good,Low,27,Active
ATTR0000668,EMP00668,Marketing,2,Good,Medium,52,Resigned
ATTR0000669,EMP00669,Operations,8,Poor,High,88,Active
ATTR0000670,EMP00670,Finance,11,Excellent,High,87,Active
ATTR0000671,EMP00671,IT,4,Poor,Medium,72,Active
ATTR0000672,EMP00672,HR,2,Average,High,80,Active
ATTR0000673,EMP00673,IT,11,Poor,High,79,Active
ATTR0000674,EMP00674,IT,7,Excellent,Medium,52,Active
ATTR0000675,EMP00675,HR,1,Good,High,77,Active
ATTR0000676,EMP00676,IT,9,Poor,Medium,55,Active
ATTR0000677,EMP00677,Sales,3,Poor,Medium,52,Active
ATTR0000678,EMP00678,HR,6,Good,Low,39,Active
ATTR0000679,EMP00679,HR,3,Excellent,Low,22,Active
ATTR0000680,EMP00680,IT,4,Poor,High,96,Resigned
ATTR0000681,EMP00681,HR,9,Poor,High,89,Resigned
ATTR0000682,EMP00682,Finance,5,Poor,Low,49,Active
ATTR0000683,EMP00683,Marketing,4,Poor,Low,21,Active
ATTR0000684,EMP00684,Sales,3,Excellent,Medium,59,Active
ATTR0000685,EMP00685,HR,1,Average,Low,40,Active
ATTR0000686,EMP00686,Marketing,6,Good,Low,39,Active
ATTR0000687,EMP00687,Finance,6,Poor,Medium,61,Resigned
ATTR0000688,EMP00688,Marketing,5,Average,Low,34,Active
ATTR0000689,EMP00689,Finance,4,Average,Medium,67,Active
ATTR0000690,EMP00690,Sales,7,Good,Low,22,Active
ATTR0000691,EMP00691,Marketing,8,Good,High,99,Active
ATTR0000692,EMP00692,Operations,1,Average,High,100,Active
ATTR0000693,EMP00693,Operations,2,Poor,Medium,70,Active
ATTR0000694,EMP00694,Finance,9,Good,Medium,52,Active
ATTR0000695,EMP00695,IT,6,Good,High,87,Active
ATTR0000696,EMP00696,HR,9,Excellent,High,77,Active
ATTR0000697,EMP00697,Sales,7,Good,High,100,Resigned
ATTR0000698,EMP00698,HR,1,Poor,Medium,59,Active
ATTR0000699,EMP00699,IT,9,Good,High,99,Active
ATTR0000700,EMP00700,Finance,10,Poor,High,76,Active
ATTR0000701,EMP00701,Operations,7,Average,Medium,66,Resigned
ATTR0000702,EMP00702,IT,1,Poor,Medium,66,Active
ATTR0000703,EMP00703,HR,6,Good,Low,30,Active
ATTR0000704,EMP00704,Sales,9,Excellent,Low,45,Active
ATTR0000705,EMP00705,HR,4,Poor,Low,47,Active
ATTR0000706,EMP00706,Sales,3,Excellent,Low,45,Active
ATTR0000707,EMP00707,HR,5,Good,Medium,67,Active
ATTR0000708,EMP00708,Sales,2,Good,Low,43,Resigned
ATTR0000709,EMP00709,Operations,9,Poor,Medium,55,Active
ATTR0000710,EMP00710,Operations,5,Excellent,Medium,62,Active
ATTR0000711,EMP00711,Sales,11,Poor,High,96,Active
ATTR0000712,EMP00712,HR,10,Average,Medium,71,Resigned
ATTR0000713,EMP00713,Operations,1,Average,Low,31,Active
ATTR0000714,EMP00714,Operations,5,Excellent,High,76,Active
ATTR0000715,EMP00715,Marketing,8,Good,High,79,Active
ATTR0000716,EMP00716,Operations,1,Excellent,Medium,51,Active
ATTR0000717,EMP00717,HR,11,Excellent,High,90,Active
ATTR0000718,EMP00718,IT,4,Average,Low,31,Active
ATTR0000719,EMP00719,IT,5,Good,Low,27,Active
ATTR0000720,EMP00720,Sales,5,Excellent,Medium,73,Active
ATTR0000721,EMP00721,Operations,4,Good,Low,42,Active
ATTR0000722,EMP00722,Sales,7,Poor,High,100,Active
ATTR0000723,EMP00723,HR,1,Good,High,84,Resigned
ATTR0000724,EMP00724,Finance,6,Excellent,High,84,Active
ATTR0000725,EMP00725,Operations,1,Poor,Low,38,Active
ATTR0000726,EMP00726,Finance,11,Average,High,83,Active
ATTR0000727,EMP00727,IT,10,Average,High,94,Active
ATTR0000728,EMP00728,Marketing,0,Poor,Low,34,Active
ATTR0000729,EMP00729,Operations,9,Average,High,88,Active
ATTR0000730,EMP00730,HR,6,Poor,Low,32,Active
ATTR0000731,EMP00731,IT,9,Average,Medium,60,Active
ATTR0000732,EMP00732,IT,8,Good,Medium,68,Active
ATTR0000733,EMP00733,IT,5,Excellent,High,75,Active
ATTR0000734,EMP00734,Finance,3,Good,Medium,55,Resigned
ATTR0000735,EMP00735,Operations,6,Average,High,92,Active
ATTR0000736,EMP00736,Operations,6,Good,High,77,Active
ATTR0000737,EMP00737,Marketing,3,Poor,High,90,Active
ATTR0000738,EMP00738,IT,6,Poor,Medium,52,Active
ATTR0000739,EMP00739,Operations,1,Excellent,High,77,Active
ATTR0000740,EMP00740,Operations,8,Excellent,Medium,59,Resigned
ATTR0000741,EMP00741,Sales,7,Excellent,High,86,Active
ATTR0000742,EMP00742,Finance,10,Average,Medium,63,Resigned
ATTR0000743,EMP00743,IT,3,Excellent,Medium,53,Active
ATTR0000744,EMP00744,Marketing,4,Good,High,89,Active
ATTR0000745,EMP00745,HR,6,Good,Low,28,Active
ATTR0000746,EMP00746,Operations,2,Poor,High,94,Active
ATTR0000747,EMP00747,HR,3,Poor,Medium,67,Active
ATTR0000748,EMP00748,Sales,3,Poor,Low,41,Active
ATTR0000749,EMP00749,Marketing,2,Poor,High,83,Resigned
ATTR0000750,EMP00750,Operations,2,Excellent,Medium,59,Active
ATTR0000751,EMP00751,Finance,10,Excellent,Low,42,Active
ATTR0000752,EMP00752,IT,11,Good,Medium,73,Active
ATTR0000753,EMP00753,Operations,4,Average,Low,32,Active
ATTR0000754,EMP00754,Operations,3,Excellent,High,92,Active
ATTR0000755,EMP00755,Operations,2,Poor,High,94,Resigned
ATTR0000756,EMP00756,Marketing,1,Average,Low,47,Active
ATTR0000757,EMP00757,Finance,5,Average,High,78,Resigned
ATTR0000758,EMP00758,IT,8,Excellent,Low,31,Active
ATTR0000759,EMP00759,HR,11,Good,Low,24,Active
ATTR0000760,EMP00760,Finance,5,Good,High,94,Resigned
ATTR0000761,EMP00761,IT,9,Excellent,High,85,Resigned
ATTR0000762,EMP00762,Marketing,11,Average,Medium,51,Active
ATTR0000763,EMP00763,Finance,1,Excellent,Medium,61,Resigned
ATTR0000764,EMP00764,Operations,5,Average,Low,26,Active
ATTR0000765,EMP00765,Sales,8,Average,Medium,50,Active
ATTR0000766,EMP00766,HR,10,Excellent,Medium,55,Active
ATTR0000767,EMP00767,Marketing,6,Excellent,Low,28,Active
ATTR0000768,EMP00768,Operations,10,Average,High,87,Active
ATTR0000769,EMP00769,IT,1,Excellent,Medium,57,Active
ATTR0000770,EMP00770,IT,3,Good,Low,36,Active
ATTR0000771,EMP00771,Finance,10,Good,High,89,Resigned
ATTR0000772,EMP00772,Marketing,8,Excellent,Medium,66,Active
ATTR0000773,EMP00773,IT,5,Good,Low,20,Active
ATTR0000774,EMP00774,Operations,7,Excellent,Medium,56,Active
ATTR0000775,EMP00775,Sales,10,Excellent,Medium,51,Active
ATTR0000776,EMP00776,Finance,2,Poor,High,85,Active
ATTR0000777,EMP00777,Finance,9,Good,High,92,Resigned
ATTR0000778,EMP00778,Sales,6,Average,High,98,Active
ATTR0000779,EMP00779,HR,11,Excellent,Medium,64,Resigned
ATTR0000780,EMP00780,Finance,6,Good,Low,49,Active
ATTR0000781,EMP00781,Operations,8,Excellent,High,75,Resigned
ATTR0000782,EMP00782,HR,10,Excellent,Low,30,Resigned
ATTR0000783,EMP00783,Finance,5,Poor,Low,30,Active
ATTR0000784,EMP00784,Finance,8,Average,High,98,Active
ATTR0000785,EMP00785,Sales,8,Average,Low,22,Active
ATTR0000786,EMP00786,Operations,11,Poor,Medium,54,Active
ATTR0000787,EMP00787,IT,7,Good,Medium,52,Active
ATTR0000788,EMP00788,Marketing,1,Good,Medium,55,Active
ATTR0000789,EMP00789,Finance,3,Poor,High,91,Active
ATTR0000790,EMP00790,Finance,4,Poor,Medium,72,Active
ATTR0000791,EMP00791,Marketing,6,Average,Medium,57,Active
ATTR0000792,EMP00792,IT,3,Average,High,79,Active
ATTR0000793,EMP00793,IT,9,Poor,Low,25,Resigned
ATTR0000794,EMP00794,HR,0,Average,Low,48,Active
ATTR0000795,EMP00795,Sales,10,Poor,High,95,Active
ATTR0000796,EMP00796,Marketing,4,Good,High,78,Active
ATTR0000797,EMP00797,HR,6,Excellent,High,87,Active
ATTR0000798,EMP00798,Sales,5,Excellent,Medium,62,Active
ATTR0000799,EMP00799,IT,9,Excellent,High,90,Active
ATTR0000800,EMP00800,IT,11,Average,High,87,Resigned
ATTR0000801,EMP00801,Finance,3,Good,Low,30,Active
ATTR0000802,EMP00802,Operations,5,Poor,Low,47,Active
ATTR0000803,EMP00803,HR,11,Excellent,Low,38,Resigned
ATTR0000804,EMP00804,Operations,1,Average,High,79,Active
ATTR0000805,EMP00805,IT,1,Good,Medium,74,Active
ATTR0000806,EMP00806,Finance,2,Average,Medium,60,Resigned
ATTR0000807,EMP00807,HR,4,Excellent,Low,41,Resigned
ATTR0000808,EMP00808,Finance,10,Average,Medium,69,Active
ATTR0000809,EMP00809,Operations,2,Good,High,91,Active
ATTR0000810,EMP00810,Operations,5,Excellent,High,86,Active
ATTR0000811,EMP00811,IT,1,Excellent,High,77,Active
ATTR0000812,EMP00812,HR,3,Poor,Low,30,Active
ATTR0000813,EMP00813,Marketing,2,Good,Low,30,Active
ATTR0000814,EMP00814,HR,3,Poor,Medium,58,Active
ATTR0000815,EMP00815,HR,10,Average,Medium,69,Active
ATTR0000816,EMP00816,Finance,3,Average,Low,35,Active
ATTR0000817,EMP00817,Sales,9,Excellent,Medium,71,Active
ATTR0000818,EMP00818,HR,7,Good,Medium,69,Active
ATTR0000819,EMP00819,Finance,8,Poor,Medium,65,Active
ATTR0000820,EMP00820,IT,8,Good,Medium,55,Resigned
ATTR0000821,EMP00821,Finance,3,Poor,High,80,Active
ATTR0000822,EMP00822,HR,2,Average,High,85,Active
ATTR0000823,EMP00823,Operations,10,Average,High,92,Active
ATTR0000824,EMP00824,Marketing,7,Good,Low,43,Resigned
ATTR0000825,EMP00825,IT,2,Good,High,83,Resigned
ATTR0000826,EMP00826,Marketing,8,Good,Medium,57,Active
ATTR0000827,EMP00827,HR,1,Good,High,88,Active
ATTR0000828,EMP00828,Operations,10,Excellent,Low,44,Active
ATTR0000829,EMP00829,IT,2,Excellent,Medium,62,Active
ATTR0000830,EMP00830,Operations,6,Excellent,Medium,52,Active
ATTR0000831,EMP00831,Marketing,7,Poor,Low,33,Active
ATTR0000832,EMP00832,HR,4,Excellent,Low,25,Active
ATTR0000833,EMP00833,Operations,11,Average,Low,33,Active
ATTR0000834,EMP00834,Sales,6,Good,Medium,59,Resigned
ATTR0000835,EMP00835,Finance,9,Good,Medium,70,Active
ATTR0000836,EMP00836,Operations,3,Good,Low,46,Resigned
ATTR0000837,EMP00837,IT,8,Good,Medium,54,Active
ATTR0000838,EMP00838,Marketing,3,Average,Low,29,Active
ATTR0000839,EMP00839,Finance,1,Excellent,High,78,Active
ATTR0000840,EMP00840,Finance,0,Average,Low,39,Active
ATTR0000841,EMP00841,Operations,8,Poor,Low,25,Active
ATTR0000842,EMP00842,Marketing,6,Average,Low,43,Active
ATTR0000843,EMP00843,Sales,7,Good,Medium,62,Active
ATTR0000844,EMP00844,IT,8,Average,Medium,69,Active
ATTR0000845,EMP00845,Sales,5,Poor,High,89,Active
ATTR0000846,EMP00846,Sales,9,Poor,Medium,56,Active
ATTR0000847,EMP00847,IT,9,Average,Low,27,Active
ATTR0000848,EMP00848,Operations,4,Excellent,High,93,Active
ATTR0000849,EMP00849,HR,10,Excellent,Low,40,Active
ATTR0000850,EMP00850,IT,10,Good,Low,38,Active
ATTR0000851,EMP00851,Sales,3,Average,Low,29,Active
ATTR0000852,EMP00852,Marketing,6,Average,Medium,55,Active
ATTR0000853,EMP00853,Finance,1,Average,High,93,Active
ATTR0000854,EMP00854,Operations,7,Poor,High,97,Active
